,context_segment_text,page_level_lookup_index,batch
683,"breach or circumvent any laws, third-party rights or our policies;",162,2
684,"sell items infringing any intellectual property rights that belong to third parties or in any other way infringe any copyright, trademark or intellectual property right that belongs to a third party;",162,2
685,"use our Services if you are not able to form legally binding contracts (for example, if you are under 18 years old), or are temporarily or indefinitely suspended from using our Services;",162,2
686,"fail to pay for items purchased by you, unless the seller has materially changed the item’s description after you bid, a clear typographical error is made, or you cannot contact the seller (see our Rules for Buyers );",162,2
687,"fail to deliver items sold by you, unless the buyer fails to comply with the posted terms in your listing or you cannot contact the buyer:",162,2
688,manipulate the price of any item or interfere with any other user’s listings;,162,2
689,"post or use false, inaccurate, misleading or defamatory content or information;",162,2
690,take any actions that may undermine the feedback or ratings system (see our Feedback policies );,162,2
691,transfer your Tradera account (including Feedback) and user ID to another party without our consent;,162,2
692,"allow, directly or indirectly, another party to use your user ID or password;",162,2
693,"distribute or post spam, unsolicited or bulk electronic communications, chain letters or pyramid schemes;",162,2
694,distribute or post viruses or any other technologies that may harm Tradera or the interests or property of Tradera’s users,162,2
695,"use automated means, such as scrapers, robots or spiders to access our Services for any purpose. You will also not circumvent our automated means, prevent or interfere with the working of our Services, or impose an unreasonable or disproportionately large load on our infrastructure;",162,2
696,"export or re-export any Tradera application or tool, except in compliance with the export control laws of any relevant jurisdictions and in accordance with rules and restrictions posted on the site;",162,2
697,"copy, change or make available (a) rights or content related to our Services or (b) Tradera’s work, photographs, pictures, trademarks, texts or other content;",162,2
698,"copy, reproduce, change, process, translate, transfer, make available or present any content (except your own content) from Tradera, Tradera’s Services or any third party, without obtaining prior written consent from Tradera or, if applicable, any concerned third party;",162,2
699,commercialize or sublicense any Tradera application or any information or software associated with such application; or,162,2
700,"collect information about users, such as e-mail addresses, without their consent.",162,2
701,"If you register with Tradera as a tradesman, you accept that you have the authority to represent and commit the tradesman to this User Agreement. If you carry out business on Tradera, you must comply with the laws that apply to trading on the site that you use.",162,2
702,"We will start providing our Services to you as soon as you have accepted this User Agreement. If you and Tradera do not agree otherwise, you agree that you do not have the right to cancel this User Agreement according to the Distance and Off-Premises Contracts Act (2005:59) after we have started to provide the Services.",162,2
703,"We reserve the right to close accounts that cannot be confirmed or that have not been used for a long time, and to change or cease to provide Tradera’s Services in whole or in part. If Tradera substantially changes or ceases to provide the Services, Tradera intends to notify you in advance in accordance with the ”Miscellaneous” section below.",162,2
704,Abusing Tradera,162,2
705,"We may limit, suspend or terminate our Services and user accounts, and limit or prohibit your access to and use of our Services, stop bidding processes and remove listings, delay or remove content on the site, remove certain status updates that belong to an account, reduce or eliminate discounts and take technical and legal steps to prevent you from using our Services, if:",162,2
706,we believe that you are causing problems or risks of liability in damages;,162,2
707,we believe that such limitations will increase the safety and security for Tradera’s users or reduce the risk that we or Tradera’s users will incur a payment obligation;,162,2
708,we believe that you are infringing the rights of a third party;,162,2
709,we believe that you are acting contrary to the purpose of this User Agreement or our policies or are insulting our employees or users;,162,2
710,"despite our reasonable efforts, we are unable to confirm information that you provide to us; or",162,2
711,you fail to pay the fees for our Services when they fall due for payment.,162,2
712,This provision shall not limit other remedies to which Tradera is entitled.,162,2
713,"When a buyer or seller issue arises, we may consider previous events and the particular circumstances of the case in applying our policies. We may choose to be more lenient with policy enforcement in an effort to do the right thing for both buyers and sellers.",162,2
714,Fees and Invoicing,162,2
715,"The fees we charge for using our Services are listed on our price list for individuals and traders . We may change our fees from time to time by posting the changes on the Tradera site or send the information by e-mail 30 days in advance. By continuing to use the Services after the new fees take effect, you accept the new fees.",162,2
716,"By using the Services, you accept our invoicing procedures and payment terms, which are set out in our Invoicing & Payment Policy . You accept that the invoices are available to you through our Services and that we may send electronic invoices to you by e-mail.",162,2
717,Listing Conditions,162,2
718,"When listing an item for sale, you agree to comply with our Rules for Sellers and that:",162,2
719,you are responsible for the content of the listing and agree to only post listings in accordance with our policies relating to prohibited and unauthorized items or listing ;,162,2
720,your listing may not be immediately searchable by keyword or category until after up to 24 hours. Tradera cannot guarantee exact listing durations;,162,2
721,"when and if your listing appears in search results on Tradera or the Internet may depend on factors such as the listing format, heading, bidding activity, deadline for responses, keyword, price and shipping costs, valuation, and feedback about you as a seller;",162,2
722,some optional listing upgrades will only be visible on certain Tradera Services;,162,2
723,"some Services require you to enter into a separate agreement with a third party, and such third party will decide if you can access such services;",162,2
724,"you accept the terms that apply for the payment method you choose when you list, sell and receive payment for items sold; and",162,2
725,we have the right to agree with third parties providing payment solutions on Tradera that they will withhold part of the amount they are paying you from the buyer and that they will use such withheld payment to pay Tradera directly the fees that you owe us.,162,2
726,Limitations regarding the types of Services you may use and their functionality may apply based on your use of the Services.,162,2
727,Purchase Conditions,162,2
728,"When buying an item you agree to comply with our Rules for Buyers, and that:",162,2
729,you are responsible for reading the full item listing before making a bid or commitment to buy;,162,2
730,you enter into a legally binding contract to purchase an item when you commit to buy an item or if you have the winning bid (or if your offer for an item is accepted in another way);,162,2
731,"some Services require you to enter a separate agreement with a third party and such third party will determine if, and to what extent, you will be allowed to access such services;",162,2
732,you accept the terms that apply for the payment method that you use when you buy an item; and,162,2
733,you accept the terms that apply for the shipping method that you have chosen when you buy an item.,162,2
734,International Buying and Selling,162,2
735,"It is lawful to sell certain products to other countries. Sellers and buyers are responsible for complying with all laws and regulations applicable to the international sale, purchase, and shipment of items.",162,2
736,"Tradera may provide a function, through services or automatic tools provided by third parties, which enable listings and other content on Tradera to be translated, in whole or in part, into other languages. Users then have the option to use such services or tools. Tradera cannot guarantee the availability or the accuracy of any translation. Users use all such services at their own risk.",162,2
737,Content,162,2
738,"Tradera will have the right, but not the obligation, to use for commercial purposes all content that you provide to us or make available to us by using the Services, for example when listing or offering, buying and/or selling items or services. In this User Agreement, ”content” means all information (including, but not limited to, photographs, images, texts, words, videos, data, concepts, ideas, technology, databases and trademarks).",162,2
739,"You hereby grant Tradera an unlimited, non-exclusive, irrevocable, worldwide, perpetual, royalty-free, fully transferable and fully sublicensable right to use, copy, reproduce, alter, process, translate, transfer, make available and/or communicate such content for the purposes and in any media, channel, technology or region decided by Tradera from time to time. The sublicense according to this provision shall, to the extent permitted by law, also include your moral rights to the content.",162,2
740,You warrant that all content that you provide or make available to us by your use of the Services is accurate and non-confidential. You also warrant that the content is not infringing any intellectual property right of any third party.,162,2
741,Payment,162,2
742,"When you buy or sell an item on Tradera, several payment methods are available to you. These payment methods are provided by payment solution providers with which Tradera cooperates and may change from time to time. The payment methods are offered by these payment solution providers and they decide on the payment methods they want to offer you. If you choose to use the payment methods offered on Tradera, you will enter into a separate agreement with these payment solution providers and accept the terms applicable to the payment method you choose to use.",162,2
743,"If any payment issues arise, they must be dealt with by you and the payment solution provider in accordance with the relevant terms. Tradera is not responsible or liable for delays, defects, losses or anything else relating to the payment or non-payment of items you buy or sell on Tradera.",162,2
744,Limitation of Liability,162,2
745,"We try to keep access to Tradera and the Services safe, secure, and functioning properly, but we cannot guarantee the continuous operation of or access to our Services. Bid updates and other notification functionality in Tradera’s Services may not occur in real time. Such functionality is subject to delays beyond Tradera’s control.",162,2
746,"We (and our parent, subsidiaries, affiliates, representatives, officers, agents and employees) will in no event be liable to you for any indirect losses, including loss occurring in the business, loss of data, loss of profits, loss of business opportunity, loss of reputation, or disruption to the business, or any other losses that we could not reasonably foresee, resulting directly or indirectly from:",162,2
747,your use of or your inability to use the Services;,162,2
748,"pricing, shipping, or other guidance provided by Tradera;",162,2
749,delays or disruptions in our Services;,162,2
750,viruses or other malicious software obtained by accessing or linking to our Services;,162,2
751,"the content, actions, or inactions of third parties, including losses caused by items that are listed via our Services;",162,2
752,the destruction of items allegedly infringing third-party intellectual property rights;,162,2
753,a suspension or other action taken with respect to your account or breach of the ”Abusing Tradera” section above;,162,2
754,the duration or manner in which your listings appear in search results as set out in the ”Listing Conditions” section above; or,162,2
755,"your need to modify practices, content, or behavior, or your loss of or inability to do business, as a result of changes to this User Agreement or our policies.",162,2
756,"You agree that you are solely responsible for ensuring that the actions you take comply with the laws and rules and regulations that apply to you and that the items you list, sell or buy on our site are in compliance with law.",162,2
757,"Even if we use technical solutions to try to verify that the information our users provide is accurate, verification on the Internet is difficult. Tradera cannot guarantee and is not responsible for ensuring that the identity our users have stated or the information our users provide on our site is accurate.",162,2
758,Regardless of,162,2
759," the previous paragraphs, if we are found to be liable, our liability to you or to any third party is limited to the greater of (a) the price of the item sold on Tradera, including the original shipping costs, or (b) the amount of fees which you paid to us in the 12 months prior to the action giving rise to the liability, or (c) SEK 1,000.",163,2
760,The provisions of this User Agreement shall not limit Tradera’s liability for wilful default or gross negligence or Tradera’s statutory liability.,163,2
761,Indemnity,163,2
762,"You will indemnify and hold us harmless (and our parent, subsidiaries, affiliates, representatives, officers, agents and employees) for and from all losses and costs, including reasonable legal fees, we incur due to or arising out of your breach of this User Agreement, your improper use of the site, services, applications and tools, or your breach of any applicable law or infringement of any rights of a third party.",163,2
763,Additional terms and conditions for the add-on service ”Butik”,163,2
764,"If you are using ” Butik ”, our add-on service for businesses, we place great emphasis on ensuring that, inter alia , products, product descriptions and delivery terms for your Butik maintain a high standard. Therefore, in addition to the rules for sellers in force from time to time, Tradera may impose additional requirements on individual Butiks concerning e.g.:",163,2
765,delivery time;,163,2
766,types of products offered for sale; and,163,2
767,quality of images and product description.,163,2
768,"If additional terms and conditions are relevant to your Butik, you will be requested to make corrections. If, following such request, you have not made the necessary corrections within 15 days, Tradera is entitled to immediately limit or prohibit access to and use of the add-on service. Tradera may also remove listings or other content that belong to your Butik and take other steps to prevent you from using your Butik. Additional terms and conditions for the add-on service Butik, such as applicable price lists, are available on the Butik pages on our website. The add-on service Butik is terminable by either you or us on 30 days’ notice.",163,3
769,If you are a Consumer,163,3
770,"Consumers have specific rights under mandatory consumer legislation and rules and regulations. If you are a consumer, Tradera does not intend to limit or amend these rights by this User Agreement. We also do not intend to impose on you any obligations that are greater than those imposed on you under mandatory consumer legislation and rules and regulations. This applies, among other things, to the Limitation of Liability and Indemnity provisions in these Terms of Use.",163,3
771,Legal Disputes,163,3
772,"If a dispute arises between you and Tradera, we recommend that, in the first instance, you contact us directly via our Customer Service to try to find a solution. We will consider reasonable requests to resolve the dispute by way of alternative dispute resolution methods, such as mediation or arbitration. Swedish law shall apply to all claims, disputes or other issues arising from this User Agreement. Disputes shall be resolved by a Swedish court of general jurisdiction and, for customers who are not consumers, with the Stockholm District Court as the court of first instance.",163,3
773,"You have the right to terminate your user account with Tradera at any time, by notifying us via our Customer Service. Before closing the account, you must have completed all of your ongoing sales, bids and purchases and we must also have received payment for all outstanding fees. You will subsequently have no right to bid for, purchase or list new items for sale.",163,3
774,"If any provision of this User Agreement (or part thereof) is held to be invalid, such provision shall be considered struck out and the other provisions of the User Agreement shall remain in full force and effect.",163,3
775,"We have the right to transfer our rights and obligations under this User Agreement without your prior express consent, provided that we transfer this User Agreement on the same terms or on terms which are no less favourable to you.",163,3
776,"The headings in this User Agreement are for convenience of reference only and shall not affect or limit the content of the provisions. If we refrain from taking action if you or another party commits a breach of contract, this shall not entail that we waive our rights to take action in connection with other or similar breaches of contract. We do not provide any undertaking that we will take action for all breaches of this User Agreement.",163,3
777,"If you have a dispute regarding services provided by third parties via our sites or with one or more users of the Services, you will indemnify and hold us harmless (and our parent, subsidiaries, affiliates, representatives, officers, agents and employees) for and from all claims and damages (whether direct or indirect), known or unknown, arising from such disputes.",163,3
778,"We are entitled to amend this User Agreement from time to time by publishing the new terms on www.tradera.com or sending them by e-mail. The amended terms shall take effect automatically 30 days after they are provided. You are entitled at any time to terminate you user account with Tradera in accordance with the provisions above. By continuing to use the Services after the new User Agreement takes effect, you agree to the new User Agreement.",163,3
779,The policies available on our sites may change from time to time. The changes apply as from the date on which they are published on Tradera’s sites.,163,3
780,"In other respects, this User Agreement cannot be amended unless you and an authorized representative of Tradera agree on an amendment in writing.",163,3
781,"The parties are not intending to, and do not, by this User Agreement, enter into any agency agreement, partnership, employment relationship or franchise agreement. A person who is not a party to this User Agreement may not make any claims under the provisions of this User Agreement. This shall not limit any rights enjoyed by third parties as are set forth in this User Agreement.",163,3
782,"The purpose of Tradera’s cooperation with rightsholders, the Verified Right Owner (VeRO) Program, is to ensure that items offered for sale do not infringe any copyright, trademark or other intellectual property rights of third parties. Please notify our team via our (VeRO) Program if you believe that your intellectual property rights are being infringed. We will then deal with your case in accordance with our internal procedures.",163,3
783,"This User Agreement, Tradera’s Privacy Policy and all policies available on our site constitute the entire agreement between you and Tradera and supersede all prior understandings and agreements between the parties.",163,3
784,"The following sections survive any termination of this User Agreement: Fees (regarding fees you owe us), Content, Limitation of Liability, Indemnity, Legal Disputes and the indemnity in this section (”Miscellaneous”). Messages pursuant to this User Agreement must be sent by registered post to Tradera Sweden AB, Box 45026, 104 30 Stockholm. We will send messages to you by e-mail to the e-mail address you have registered with Tradera. You will be considered to have received the message 24 hours after the e-mail was sent, unless the party sending the e-mail receives a message stating that the e-mail address is not valid. We can also send messages to you by registered post to the address you have registered with us. Messages sent by registered post will be considered to have been received by the receiving party three days after the message was sent.",163,3
785,Buy,163,3
786,How to shop at Tradera,163,3
787,Popular brands,163,3
788,Sell,163,3
789,Private seller,163,3
790,Sell as business,163,3
791,Shipping calculator,163,3
792,Store,163,3
793,Charity causes,163,3
794,Contact & help,163,3
795,Security,163,3
796,Rules,163,3
797,FAQ,163,3
798,Terms of service,163,3
799,Privacy statement,163,3
800,Cookies,163,3
801,Känn din kund Privatperson - Tradera,164,3
802,Känn din kund - Privatperson,164,3
803, Hur fyller jag i formuläret?,164,3
804,Kontrollera att uppgifterna stämmer med folkbokföringen på samtliga sidor och ladda sedan upp en bild på en giltig id handling. ,164,3
805,Tänk på att texten på id handlingen måste gå att läsa.,164,3
806, Jag har blivit ombedd att inkomma med en komplettering?,164,3
807,Den komplettering som efterfrågas är en kopia på ditt personbevis samt bild på båda sidor av en giltig ID-handling.,164,3
808,Personbeviset ska vara mindre än 6 månader gammalt,164,3
809,Vi rekommenderar att du laddar hem personbeviset i pdf-format från skatteverket,164,3
810,Känn din kund Företag - Tradera,165,3
811,Know your payee - Business,165,3
812,What information is required to complete the verification? ,165,3
813, Members of the board,165,3
814,Information about all users listed as a member of the board,165,3
815, Owners,165,3
816,Persons or companies that owns 25% or more of the company needs to be provided for verification. If no single entity owns more 25% or more you just need to provide us with a member of the board instead.,165,3
817, What is required to verify a sole proprietorship?,165,3
818,A sole proprietorship only need to send information about the owner.,165,3
819,Know your payee - Private,166,3
820, How do i complete the verification?,166,3
821,Verify that the information is accurate and up to date. You might be prompted to add a government document as well as pictures of both sides of a valid ID.,166,3
822,Make sure that the text is legible.,166,3
823, I have been prompted to send in additional documents?,166,3
824,"The additional documents that we might need is either a government document, pictures of both sides of a valid ID or both.",166,3
825,The government document must not be older than 6 months,166,3
826,Login problems - Tradera,167,3
827,Login problems,167,3
828,Below you can find the most common questions regarding login. If you need further assistance contact our customer service .,167,3
829, How do i login?,167,3
830,You login at Tradera by clicking here.,167,3
831,"Type in your e-mail address and your password to login. If you click ""keep being logged in"" you wont be logged out for another week. If you have forgotten you credentials you can get new ones by clicking here .",167,3
832, I don't remember my e-mail address,167,3
833,If you've forgotten your e-mail address or is in no longer in possession of the e-mail address you need to contact our customer service.,167,3
834," I've forgotten my password, what do i do?",167,3
835,You can reset your password by clicking here. You can either use your e-mail address or enter your personal identification number to get more options for resetting your password.,167,3
836," I've got a new e-mail address and can't login, what do i do?",167,3
837,You can access your account with BankID or SMS. Follow the instructions here . Don't forget to change your e-mail address once you're logged in.,167,3
838,Opening hours for customer service,167,3
839, Private,167,3
840,Phone weekdays 9:00-18:00 Weekends Closed,167,3
841,Chat Weekdays 9:00-19:00 Weekends 10:00-19:00,167,3
842, Business,167,3
843,Phone Weekdays 9:00-17:00,167,3
844,Chat Weekdays 9:00-17:00,167,3
845,Closed for lunch 12:00-13:00,167,3
846,Review - Tradera,168,3
847,Leaving a review,168,3
848,"Once your deal is completed, make sure to leave a review of the other party. By sharing your experience you help out our community of members to have a better experience.",168,3
849, When should i leave my review?,168,3
850,We recommend that you leave the review once the seller has got paid and the buyer has received the item.,168,3
851,Once the listing is sold you have 120 days to leave a review.,168,3
852, How do i leave a review?,168,3
853,"You can find it on both the listing page or in My sold/My bought items by clicking the button ""leave a review""",168,3
854, Can i change my review?,168,3
855,Once a review have been published you can no longer edit it. ,168,3
856,If your review isn't in accordance with our rules it will be removed and you will no longer be able to leave a review for that listing. You can find our rules here .,168,3
857, Thing to keep in mind when leaving a review,168,3
858,"Your review is meant to be about the other party in the deal, things that are outside of the other persons control is better to not include in the review.",168,3
859,"If your not satisfied with the deal it's always best to contact the other party before you leave a review, you might be able to solve the problem together.",168,3
860,QnA – Bank ID - Tradera,169,3
861,Q&A – Bank ID,169,3
862, What is Bank ID?,169,3
863,"Bank ID is an electronic identification service that's used to verify for your identity on the internet, this service is used by banks, Försäkringskassan, Tradera and several other websites. Bank ID is the biggest identification service in Sweden. To verify yourself you need to open the application on your phone, computer or tablet and enter your 6 digit security code. ",169,3
864, How do i get Bank ID?,169,3
865,"You get Bank ID from your internet bank. Different banks have different processes for getting Bank ID, check with your bank for instructions on how to register a Bank ID.",169,3
866, Why do i need to verify with Bank ID at Tradera?,169,3
867,To ensure a safe and secure marketplace for both sellers and buyers we use Bank ID to verify the identity of our users. A verification with Bank ID is both quick and easy. ,169,3
868, How do i verify with Bank ID at Tradera?,169,3
869,When a verification is required the Bank ID symbol will show up on you screen. Click on continue and open your Bank ID app on your phone or computer and enter your 6 digit security code.,169,3
870," My verification failed, why?",169,3
871,These are the most common reason for a failed verification:,169,3
872,If you take to long verifying the login attempt will be canceled and you will get an error message.,169,3
873,If your trying to login with a cellphone you need to manually switch to the Bank ID app.,169,3
874,Make sure that its the same person on the Bank ID and the Tradera account (the last 4 digits are hidden for security reasons).,169,3
875,Approved receipt for verification - Tradera,170,3
876,Approved receipt for verification,170,3
877,"A receipt can either be in physical form or as a PDF,",170,3
878, What needs to be visible for the receipt to be valid?,170,3
879,Sellers name and address,170,3
880,Date,170,3
881,Name of the item/items ,170,3
882,Price,170,3
883, How to send us the receipt,170,3
884,Make sure that all information is legible on the receipt and that the entire receipt is included in the picture.,170,3
885,Click here to send in the receipt,170,3
886,Get to know the seller - Tradera,171,3
887,Get to know the seller,171,3
888,Before buying an item at Tradera we advice that you check the seller. Look at other users reviews to get a picture of how the seller has been managing sales before. ,171,3
889,If the seller has received a negative review they might have answered it with a comment. You can find the comments below the review. Read both sides comments and make up your own mind. ,171,3
890,Be careful if you can't find any reviews or other information about the seller when purchasing expensive items.,171,3
891,Listing types - Tradera,172,3
892,Selling at Tradera,172,3
893,"At Tradera there are three types of listings to chose from, on this page you can read about the difference between the listing types.",172,3
894,How much does it cost to sell at Tradera?,172,3
895,"There is a commission fee of 10% of all sold listings, for unsold listings you only pay for optional add-on´s and a listing fee for any unsold listing after your 100th listing in the same month. This prices might vary if you have a store, taking part in a campaign etc. ",172,3
896,"For a complete list of prices, click here.",172,3
897,What differentiates the listing types?,172,3
898,Auction,172,3
899,Auctions begin as soon as you press publish,172,3
900,"You choose the end date, minimum of 3 days and max 14 days",172,3
901,The end time of the listing is the same as the starting time,172,3
902,The leading bid is always visible for both you and potential bidders,172,3
903,Once the auction is over the user with the highest bid wins,172,3
904,Fixed price listings,172,3
905,The listing becomes active once you press publish,172,3
906,A fixed price listing can be active for a maximum of 14 days,172,3
907,"No bidding is possible, as soon as someone purchases the item the listing will be closed",172,3
908,Store listing,172,3
909,To publish a store listing you need to open a shop at Tradera,172,3
910,Store listings will be active until you decide to remove them or the last item in stock is sold,172,3
911,You can add how many items you have in stock and the listing will be visible until no more items are in stock,172,3
912,Store listing always have a fixed price,172,3
913,"Auctions are the most common type of listing, this listing is a good choice when:",172,3
914,You are unsure of what and item is worth,172,3
915,When selling a collectors item,172,3
916,Used items where the value is hard to determine,172,3
917,Fixed price listings is a good choice when:,172,3
918,You want a quick deal,172,3
919,Are sure of whats the item is worth,172,3
920,"Store listings is for those that sell a lot at Tradera or if you plan on selling a lot, a store listing is a good choice when:",172,3
921,You have several of the same item in stock,172,3
922,Want to sell lots of items in a specific category ,172,3
923,Hur betalar jag för annonsen till Tradera - Tradera,173,3
924,How do i pay Tradera for the listing?,173,3
925,"Commission fees, costs for add-on´s and listing fees are invoiced monthly. The invoice is created in the first week of the month and you have until the end of the same month to pay the invoice.",173,3
926,You can find your invoices and fees that haven't been billed yet in My Tradera.,173,3
927, A fee is created,173,3
928,As soon as the listing is over the fees for the listing will be created. ,173,3
929, Fees that's not been invoiced yet,173,3
930,You can find any created fees in the tab Invoices and fees,173,3
931,Listing fees and store subscriptions are created at the end of the month.,173,3
932, The invoice is sent,173,3
933,In the beginning of the month an invoice is created with the previous months fees. You can find and pay your invoice in My Tradera.,173,3
934,We will always send you an e-mail when the invoice is created.,173,3
935,Thank you for choosing Tradera - Tradera,174,3
936, To complete your registration at Tradera we need more information to verify your account.,174,3
937,"To complete your registration we need an extract of the population register that verifies your information, you can find this at the tax ministries homepage.",174,3
938, What is a extract from the population register?,174,3
939,A extract from the population register is a verification that you are a citizen. ,174,3
940, Where can i find a extract from the population register?,174,3
941,You can find a extract on the tax ministries homepage by clicking on ” Print a proof of citizenship ” and logging in with your electronic ID.,174,3
942,Save the file as a PDF.,174,3
943, Why do I have to send in this document to be verified?,174,3
944,The information you provided wasn't sufficient to verify who you are. The reason for this is to ensure a safe and secure market place for all of our members. ,174,3
945, Where do I send my proof of citizenship?,174,3
946,Click here to send us the proof of citizenship.,174,3
947,Business account at Tradera - Tradera,176,3
948,To complete your registration at Tradera you need to provide the following information:,176,3
949, For a company registered in Sweden,176,3
950,"The information we need is a proof of registry for the company that you are trying to register, as well as a picture of a valid ID from a member of the company's board of directors. You can get the document at bolagsverket.se . Once we've confirmed the information provided we will approve your account.",176,3
951,You can send us the documents by clicking here .,176,3
952, For a non-Swedish company,176,3
953,"The information we need is a proof of registry for the company that you are trying to register, as well as a picture of a valid ID from a member of the company's board of directors. Once we've confirmed the information provided we will approve your account.",176,3
954,You can send us the documents by clicking here.,176,3
955, What is a proof of registry?,176,3
956,A proof of registry is a document proving that the company in question is registered in the country stated. ,176,3
957, Why does Tradera need these documents?,176,3
958,We only need these documents if we can't verify your company with the information already provided. The main reason that we verify each company is to ensure a safe and secure marketplace.,176,3
959,Evaluating listings - Tradera,177,3
960,Evaluating listings,177,3
961,"Read the whole description before placing your bid or buying an item. This is the seller's own description of the item and its quality, state and other things that you might need to know. Check the size for clothes / shoes, printing date for a collector's book or model number and functionality when buying a camera.",177,3
962,"Also check the shipping fee and which payment options that you can choose from. If something isn't specified you can always check with the seller by clicking the button ""contact the seller"" on the listing.",177,3
963,"Sounds too good to be true? Check the listing again and trust your instincts; if something seems suspicious we recommend that you contact the seller before paying, preferably by phone. You can always report suspicious listings to Tradera by clicking ""Report for review"" that you can find on the listing.",177,3
964,Negativt omdöme - Tradera,178,3
965,"Hjälp, jag har fått ett negativt omdöme",178,3
966,"Det är alltid tråkigt att få ett negativt omdöme, men det kan hända alla. Här kommer lite tips på vad du kan göra när du fått ett negativt omdöme.",178,3
967,Vad innebär det negativa omdömet för mig?,178,3
968,"Något enstaka negativt omdöme har ingen påverkan på ditt konto, då omdömen på Tradera är subjektiva. Skulle du däremot få flera negativa omdömen kan det både påverka din möjlighet att få varor sålda och att handla hos vissa säljare.",178,3
969,Om du får en hög andel unika negativa omdömen (från flera olika medlemmar) kan ditt konto även komma att stängas ner.,178,3
970,Vad kan Tradera göra?,178,3
971, Omdöme som bryter mot våra regler,178,3
972,Om omdömet bryter mot våra regler kan du kontakta oss för hjälp med att ta bort omdömet. Du kan läsa mer om våra omdömesregler här.,178,3
973,Vad kan jag göra?,178,3
974, Kontakta motpart,178,3
975,I de allra flesta fall kan man få bort det negativa omdömet genom att kontakta den andra parten i affären och försöka hitta en gemensam lösning på orsaken till det negativa omdömet.,178,3
976, Kommentera omdömet,178,3
977,Upplever du att det som står i omdömet inte stämmer eller inte är något du själv kan påverka kan du alltid kommentera det negativa omdömet.,178,3
978, Gemensamt återkallande av negativt omdöme,178,3
979,Om båda parter har lämnat negativt omdöme på varandra kan man även skicka en förfrågan om att gemensamt återkalla omdömet. Detta är bra i de fall där man lyckats lösa problemet efter att man lämnat omdöme.,178,3
980,Lämna omdöme - Tradera,179,3
981,Lämna omdöme,179,3
982,"När du är klar med din affär, lämna ett omdöme! Genom att dela med dig av din upplevelse hjälper du andra medlemmar att göra bättre affärer i framtiden.",179,3
983, När ska jag lämna omdöme?,179,3
984,"Vi rekommenderar att man lämnar omdömet när affären är avslutad, dvs när säljaren är betald och köpare har fått varan.",179,3
985,Du har 120 dagar på dig från att du vunnit varan.,179,3
986, Hur lämnar jag omdöme?,179,3
987,"Inne på varan eller under mina köp/sålda genom att klicka på knappen ""lämna omdöme"" ",179,3
988, Kan jag ändra mig?,179,3
989,Det går inte att ändra ett lagt omdöme.,179,3
990,"Om ditt omdöme inte följer våra regler för ett omdöme så kommer det att tas bort och du kommer inte kunna lämna ett nytt omdöme på denna affär, läs mer här",179,3
991, Tips,179,3
992,"Din bedömning är på den andra parten i affären, om det är omständigheter utanför den andra partens kontroll som försämrat affären så är det bättre att fria än att fälla",179,3
993,"Bra kommunikation är A och O för en lyckad affär, det är alltid bättre att kontakta den andra parten än att lämna ett negativt omdöme direkt om något inte var som förväntat",179,3
994,Shipping guide - Tradera,180,3
995,Shipping guide,180,3
996,Which shipping vendor should I choose?,180,3
997,"If you are sending expensive items we recommend that you use a traceable shipping method with insurance. There are other factors that's worth considering such as how close the vendors are for both the buyer and seller, which type and the amount of the insurance included.",180,3
998,As a seller it's always best to offer several shipping options to minimize the risk of loosing potential buyers.,180,3
999,Integrated shipping options,180,3
1000,Integrated shipping means that the tracking information will be added automatically to My Tradera both for the seller and the buyer. For shipping with Schenker it also means that all shipping is booked directly from Tradera. ,180,3
1001,Read more about Schenker,180,3
1002,Read more about Postnord,180,3
1003,Read more about DHL,180,3
1004,How do I as a seller know how much the shipping will cost?,180,3
1005,You can use our freight calculator or find the prices on the create listing page at My Tradera. If the item is classed as a bulky item we always recommend that you check if there are extra fees for larger parcels on the shipping companies homepage. ,180,3
1006,If you need to use packing materials it's ok to charge extra for these as long as the extra charge is a reasonable amount. ,180,3
1007,Shipping to other countries,180,3
1008,Shipping within the EU,180,3
1009,When you are using an integrated shipping option and selling within EU the booking and payments functions in the same way as it does within Sweden. The shipping price is adjusted based on the weight/parcel size and the recipients country. ,180,3
1010,Once you've booked the shipping you can just print the shipping notes and hand in the parcel as you would when sending something within Sweden. ,180,3
1011,Shipping to none EU countries,180,3
1012,When shipping to a none EU country you will need to go to the shipping companies page to get the correct amount and update it manually. We recommend that this is done before the buyer pays for the item but you can also solve the shipping cost outside of Tradera.,180,3
1013,The booking also needs to be completed directly at the shipping company webpage.,180,3
1014,How does free shipping work when shipping to another country?,180,3
1015,"When you offer free shipping and the recipient is within the EU the amount for the Swedish shipping cost will be given as a discount to the buyer, so if the shipping would have cost 59 SEK within Sweden the buyer will get a discount for 59 SEK on the shipping price.",180,3
1016,This does not apply to buyers outside of the EU.,180,3
1017,How does this work for Shop items?,180,3
1018,Since you currently can't add weight to a shop item the system uses a conversion table to get the closest approximation based on the shipping cost and which shipping company that is specified. Example: If you choose Schenker and have a shipping cost of 64 SEK the table will convert this to the package weighing in at 1kg since the shipping price for 1kg is 59 SEK and that's the closest weight class.,180,3
1019,Why is EU the default selling region?,180,3
1020,If you use an integrated shipping option the amount of effort for the seller is the same as when shipping within Sweden. ,180,3
1021,If you still want to limit the listing to only Sweden you can do that either before you publish or after the listing is published.,180,3
